t_ms,temp_C,arm_MHz,throttle_bits,rail_3V7_WL_SW_A current(0),rail_3V3_SYS_A current(1),rail_1V8_SYS_A current(2),rail_DDR_VDD2_A current(3),rail_DDR_VDDQ_A current(4),rail_1V1_SYS_A current(5),rail_0V8_SW_A current(6),rail_VDD_CORE_A current(7),rail_3V3_DAC_A current(17),rail_3V3_ADC_A current(18),rail_0V8_AON_A current(16),rail_HDMI_A current(22),rail_3V7_WL_SW_V volt(8),rail_3V3_SYS_V volt(9),rail_1V8_SYS_V volt(10),rail_DDR_VDD2_V volt(11),rail_DDR_VDDQ_V volt(12),rail_1V1_SYS_V volt(13),rail_0V8_SW_V volt(14),rail_VDD_CORE_V volt(15),rail_3V3_DAC_V volt(20),rail_3V3_ADC_V volt(21),rail_0V8_AON_V volt(19),rail_HDMI_V volt(23),rail_EXT5V_V volt(24),rail_BATT_V volt(25)
161912.34861395787,61.5,2400,327680,0.0,0.07026696,0.2205602,0.08295405,0.0,0.1873786,0.4147702,5.97417,0.0,0.0,0.0035409,0.0131868,3.63018,3.319313,1.804638,1.111354,0.5999994,1.107691,0.8025633,0.9296938,3.318678,3.310436,0.8005854,4.86554,4.84544,0.0
166974.91438896395,59.8,2300,327680,0.01073523,0.05172429,0.1854267,0.111256,0.0,0.1912823,0.3503589,5.804499,0.0,0.0,0.00311355,0.0131868,3.651522,3.319313,1.80415,1.109523,0.6036624,1.107325,0.7996329,0.9186804,3.314099,3.312268,0.8008783,4.88698,4.8843,0.0
172034.5667489455,57.6,1600,327680,0.00195186,0.06148359,0.166884,0.00585558,0.0,0.1864026,0.3425514,0.9733699,0.0,0.0,0.0039072,0.0135531,3.7072,3.322097,1.804638,1.10586,0.6084243,1.104761,0.8036622,0.7220506,3.319594,3.311352,0.8011714,5.02768,5.024999,0.0
177086.4779619733,57.6,2400,327680,0.1073523,0.05172429,0.1776193,0.02537418,0.0,0.1864026,0.3454792,2.93797,0.0,0.0,0.00299145,0.0128205,3.660802,3.317457,1.805126,1.114285,0.6003657,1.110988,0.8043948,0.9278135,3.317762,3.312268,0.8005854,4.9446,4.95264,0.0
182139.4116829615,54.9,2400,327680,0.09466522,0.05270022,0.1756674,0.01659081,0.0,0.1873786,0.3513348,2.83974,0.0,6.105e-05,0.00299145,0.0131868,3.667298,3.318385,1.80415,1.109523,0.600732,1.112087,0.8062263,0.928888,3.319594,3.311352,0.8005854,4.95666,4.95666,0.0
187193.1750269723,56.5,1600,327680,0.0,0.05367615,0.1698118,0.00683151,0.0,0.1893304,0.3425514,1.37522,0.0,0.0,0.0032967,0.0137973,3.709984,3.318385,1.80415,1.113552,0.6010983,1.10879,0.8010981,0.9283507,3.317762,3.312268,0.8011714,5.01428,5.01696,0.0
192253.471901,60.4,2300,327680,0.01366302,0.05660394,0.1844508,0.1639562,0.002451,0.1864026,0.3893961,4.83113,0.0001221,6.105e-05,0.0031746,0.013431,3.621828,3.317457,1.805126,1.113918,0.6036624,1.108058,0.8087904,0.9286194,3.317762,3.312268,0.8011714,4.84946,4.8441,0.0
197313.18602198735,60.4,2400,327680,0.1024727,0.05270022,0.1776193,0.01366302,0.0,0.1873786,0.3532866,4.20603,0.0,0.0,0.00311355,0.0136752,3.641315,3.318385,1.80415,1.107325,0.6029298,1.106959,0.8205121,0.9286194,3.317762,3.315015,0.8008783,4.9044,4.83874,0.0
202364.67951798113,58.2,1600,327680,0.09661707,0.05074836,0.1717637,0.00487965,0.0,0.2010416,0.3454792,0.9822999,0.0,0.0,0.00347985,0.014652,3.692353,3.320241,1.80415,1.114651,0.6128199,1.101464,0.8010981,0.7225879,3.317762,3.310436,0.8008783,5.0183,5.01026,0.0
207422.13495797478,57.1,2400,327680,0.1132079,0.05757987,0.1727396,0.01659081,0.0,0.1903064,0.36207,2.79509,0.0,0.0,0.0034188,0.0130647,3.66173,3.320241,1.804638,1.113918,0.6036624,1.107691,0.8029296,0.918949,3.317762,3.313183,0.8005854,4.9513,4.94996,0.0
