path,config_id,class,config_json,input_shapes,input_dtypes,out_shapes,callsite,mode,leaf,params,macs,bytes_moved,arith_intensity,t_eff,seq_len,count,lat_mean_ms,lat_median_ms,lat_std_ms
15.cv1,54effe0ef039cb18,Conv,"{""class"": ""Conv""}","[[1, 192, 80, 80]]","[""torch.float32""]","[[1, 64, 80, 80]]",15.cv1,forward,False,12416,,6603264,,1,1,30,7.6887,7.1404,1.0067
15.cv1.conv,8fb39075df7bac46,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 192, 80, 80]]","[""torch.float32""]","[[1, 64, 80, 80]]",15.cv1.conv,forward,True,12288,78643200,6602752,11.9107,6400,6400,30,6.2192,5.8788,0.9408
15.cv1.bn,b4e6b6fa38e26912,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","[[1, 64, 80, 80]]","[""torch.float32""]","[[1, 64, 80, 80]]",15.cv1.bn,forward,True,128,819200,3277312,0.25,6400,6400,30,0.5933,0.4011,0.288
15.cv2,4e4c9c702652b912,Conv,"{""class"": ""Conv""}","[[1, 96, 80, 80]]","[""torch.float32""]","[[1, 64, 80, 80]]",15.cv2,forward,False,6272,,4121088,,1,1,30,5.7853,5.7737,0.6542
15.cv2.conv,e2902394cccde1bd,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 96, 80, 80]]","[""torch.float32""]","[[1, 64, 80, 80]]",15.cv2.conv,forward,True,6144,39321600,4120576,9.5427,6400,6400,30,4.4729,4.3523,0.6562
15.cv2.bn,b4e6b6fa38e26912,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","[[1, 64, 80, 80]]","[""torch.float32""]","[[1, 64, 80, 80]]",15.cv2.bn,forward,True,128,819200,3277312,0.25,6400,6400,30,0.4212,0.3791,0.0999
15.m.0,d899a3676066aac1,Bottleneck,"{""class"": ""Bottleneck""}","[[1, 32, 80, 80]]","[""torch.float32""]","[[1, 32, 80, 80]]",15.m.0,forward,False,18560,,1712640,,1,1,30,6.9294,6.502,1.406
15.m.0.cv1,a5cf2816ac5c4970,Conv,"{""class"": ""Conv""}","[[1, 32, 80, 80]]","[""torch.float32""]","[[1, 32, 80, 80]]",15.m.0.cv1,forward,False,9280,,1675520,,1,1,30,3.4919,3.082,1.0939
15.m.0.cv1.conv,f016fabe75ce0c68,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}","[[1, 32, 80, 80]]","[""torch.float32""]","[[1, 32, 80, 80]]",15.m.0.cv1.conv,forward,True,9216,58982400,1675264,35.2078,6400,6400,30,2.7202,2.4327,0.9651
15.m.0.cv1.bn,07e651876550e934,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","[[1, 32, 80, 80]]","[""torch.float32""]","[[1, 32, 80, 80]]",15.m.0.cv1.bn,forward,True,64,409600,1638656,0.25,6400,6400,30,0.2336,0.1897,0.075
