t_ms,temp_C,arm_MHz,throttle_bits,rail_3V7_WL_SW_A current(0),rail_3V3_SYS_A current(1),rail_1V8_SYS_A current(2),rail_DDR_VDD2_A current(3),rail_DDR_VDDQ_A current(4),rail_1V1_SYS_A current(5),rail_0V8_SW_A current(6),rail_VDD_CORE_A current(7),rail_3V3_DAC_A current(17),rail_3V3_ADC_A current(18),rail_0V8_AON_A current(16),rail_HDMI_A current(22),rail_3V7_WL_SW_V volt(8),rail_3V3_SYS_V volt(9),rail_1V8_SYS_V volt(10),rail_DDR_VDD2_V volt(11),rail_DDR_VDDQ_V volt(12),rail_1V1_SYS_V volt(13),rail_0V8_SW_V volt(14),rail_VDD_CORE_V volt(15),rail_3V3_DAC_V volt(20),rail_3V3_ADC_V volt(21),rail_0V8_AON_V volt(19),rail_HDMI_V volt(23),rail_EXT5V_V volt(24),rail_BATT_V volt(25)
136565.4333429993,62.6,1500,327680,0.1005208,0.05660394,0.1688359,0.01268709,0.0,0.1893304,0.3474311,1.04481,0.0,0.0,0.0032967,0.013431,3.684929,3.321169,1.804638,1.107325,0.6113547,1.110988,0.8047611,0.7225879,3.319594,3.311352,0.8008783,5.01696,5.01562,0.0
141624.4937099982,63.1,2300,327680,0.00292779,0.05562801,0.1864026,0.111256,0.0009804,0.1873786,0.3942757,5.0008,0.0,6.105e-05,0.003663,0.0130647,3.614404,3.319313,1.803661,1.106592,0.6003657,1.10586,0.8018308,0.9280821,3.317762,3.311352,0.8008783,4.88028,4.80122,0.0
146682.4745159829,59.8,2400,327680,0.00487965,0.05660394,0.1756674,0.00878337,0.0,0.1903064,0.3425514,4.16138,0.0,0.0002442,0.00347985,0.013431,3.614404,3.317457,1.80415,1.112453,0.6014646,1.109156,0.8032959,0.9283507,3.317762,3.311352,0.8005854,4.86688,4.86554,0.0
151737.6889049774,61.5,1600,327680,0.00195186,0.05172429,0.1659081,0.01073523,0.0,0.1903064,0.3454792,1.06267,0.0,0.0,0.00347985,0.0137973,3.698848,3.322097,1.804638,1.110255,0.611721,1.109156,0.8087904,0.721782,3.318678,3.311352,0.8005854,5.02634,5.03036,0.0
156792.7980569657,63.7,2400,327680,0.1034486,0.05562801,0.1805471,0.04001313,0.0,0.2000657,0.36207,5.67055,6.105e-05,0.0,0.0032967,0.0136752,3.60698,3.319313,1.804638,1.108058,0.604395,1.107691,0.8036622,0.9286194,3.317762,3.310436,0.8005854,4.82266,4.85884,0.0
161857.5745630078,57.6,1600,327680,0.1005208,0.05660394,0.16786,0.00878337,0.0,0.1873786,0.3464552,0.9912299,0.0,0.0,0.00299145,0.0130647,3.688641,3.320241,1.80415,1.11172,0.6120873,1.108058,0.8058601,0.721782,3.319594,3.313183,0.8002922,5.01696,5.01562,0.0
166921.56905896263,65.9,2400,327680,0.0,0.09954486,0.1834748,0.08100219,0.0,0.1893304,0.3679256,5.99203,0.0,0.0,0.00360195,0.0130647,3.621828,3.317457,1.804638,1.107691,0.6036624,1.108058,0.8014644,0.928888,3.315931,3.30952,0.8002922,4.86554,4.85482,0.0
171996.68398796348,64.2,2400,327680,0.00390372,0.05367615,0.1795711,0.03415755,0.0,0.1903064,0.3932998,4.89364,0.0,0.00018315,0.00299145,0.0136752,3.635747,3.322097,1.805126,1.114285,0.6036624,1.109156,0.802197,0.9192177,3.317762,3.313183,0.8011714,4.824,4.88698,0.0
177053.4922789666,58.7,1600,327680,0.0,0.05660394,0.1688359,0.00487965,0.0,0.1893304,0.3474311,1.21448,0.0,0.0,0.0034188,0.0130647,3.681217,3.319313,1.805126,1.110255,0.6069591,1.104761,0.8029296,0.8182165,3.318678,3.311352,0.8011714,5.01696,5.01562,0.0
182113.54720901,63.7,2400,327680,0.00390372,0.05367615,0.1795711,0.00487965,0.0,0.1883545,0.36207,3.49163,0.0,0.0,0.0039072,0.0131868,3.656162,3.322097,1.805126,1.107325,0.600732,1.107691,0.8010981,0.9286194,3.317762,3.313183,0.8014645,4.93924,4.91378,0.0
187161.1694629537,62.6,2300,327680,0.0,0.05270022,0.1727396,0.02244639,0.0,0.1854267,0.3552385,5.86701,0.0001221,6.105e-05,0.0039072,0.0128205,3.599557,3.319313,1.803661,1.109523,0.604395,1.110622,0.8025633,0.9294252,3.316846,3.308605,0.8008783,4.79854,4.8709,0.0
192225.35735700512,60.9,2300,327680,0.09954486,0.05074836,0.1698118,0.00390372,0.0,0.1873786,0.3445033,1.03588,0.0,0.0,0.0032967,0.0136752,3.687713,3.320241,1.803661,1.107325,0.6113547,1.110255,0.8058601,0.7220506,3.317762,3.313183,0.8005854,5.0183,5.01562,0.0
197295.12193897972,64.8,2400,327680,0.1034486,0.05367615,0.1766433,0.01171116,0.0,0.1893304,0.3445033,6.1617,0.0001221,6.105e-05,0.00311355,0.0130647,3.599557,3.319313,1.803661,1.11172,0.6003657,1.107691,0.8087904,0.928888,3.316846,3.312268,0.8005854,4.83606,4.82936,0.0
202349.3742099963,60.9,2400,327680,0.01268709,0.06441138,0.1746915,0.08197812,0.0058824,0.1922582,0.4011072,3.82204,0.0,0.0002442,0.00286935,0.0136752,3.650594,3.319313,1.80415,1.111354,0.6040287,1.104394,0.802197,0.9184118,3.318678,3.310436,0.8008783,4.87492,4.89636,0.0
207561.57262797933,56.5,2300,327680,0.01561488,0.05465208,0.1688359,0.01073523,0.0,0.1864026,0.3464552,1.13411,0.0,0.0,0.00311355,0.013431,3.698848,3.318385,1.805126,1.110622,0.6036624,1.104394,0.8054938,0.8187538,3.317762,3.310436,0.8002922,5.01562,5.01562,0.0
212639.80356097454,60.9,2400,327680,0.00195186,0.05562801,0.195186,0.112232,0.0014706,0.1893304,0.4245296,3.92027,0.0,0.0,0.00311355,0.0135531,3.651522,3.317457,1.80415,1.114285,0.6021972,1.101464,0.802197,0.9192177,3.317762,3.311352,0.8005854,4.90574,4.89234,0.0
217713.55348295765,60.4,2400,327680,0.1073523,0.06148359,0.1834748,0.1434617,0.0,0.1893304,0.4255055,4.83113,0.0,6.105e-05,0.00299145,0.0135531,3.628324,3.317457,1.801219,1.106592,0.6040287,1.107691,0.8029296,0.9286194,3.317762,3.312268,0.8011714,4.78514,4.86554,0.0
222773.36207800545,62.0,1600,327680,0.09466522,0.05660394,0.16786,0.0097593,0.0,0.1893304,0.3445033,1.03588,0.0,0.0002442,0.00311355,0.0130647,3.687713,3.317457,1.803661,1.112087,0.611721,1.102929,0.8025633,0.7225879,3.317762,3.310436,0.8008783,5.01562,5.0116,0.0
227827.51850696513,65.3,2400,327680,0.0,0.05465208,0.1737155,0.00878337,0.0,0.2020175,0.3942757,5.81343,0.0,0.0,0.00335775,0.013431,3.599557,3.318385,1.800731,1.109889,0.6047613,1.107325,0.8029296,0.9304997,3.315931,3.312268,0.8008783,4.86554,4.80256,0.0
232893.59989698278,59.3,2400,327680,0.01463895,0.05172429,0.1883545,0.1297987,0.0078432,0.1893304,0.4391685,2.95583,0.0,0.0,0.00335775,0.0128205,3.646883,3.317457,1.801708,1.110622,0.6036624,1.107691,0.8007318,0.9337231,3.321425,3.306773,0.8002922,4.89636,4.88966,0.0
237953.808863007,62.6,2300,327680,0.01561488,0.05367615,0.1717637,0.00780744,0.0,0.1873786,0.3493829,1.52703,0.0,0.0,0.00335775,0.0131868,3.693281,3.319313,1.802684,1.11172,0.6106221,1.11172,0.8029296,0.9286194,3.316846,3.311352,0.8005854,5.00624,5.00356,0.0
243005.85668795975,61.5,2400,327680,0.1005208,0.05757987,0.1805471,0.09856894,0.0,0.1981138,0.4284333,4.86685,0.0,0.0002442,0.00311355,0.0136752,3.617188,3.318385,1.80415,1.107325,0.6021972,1.107691,0.7996329,0.9294252,3.317762,3.313183,0.8011714,4.85884,4.88698,0.0
248060.5795260053,58.7,1600,327680,0.0,0.05465208,0.16786,0.00390372,0.0,0.1873786,0.3474311,1.00016,0.0,0.0,0.0029304,0.0128205,3.706272,3.319313,1.80415,1.115017,0.6106221,1.102563,0.8007318,0.7225879,3.318678,3.311352,0.8005854,5.03572,5.0317,0.0
253113.49173495546,65.9,2400,327680,0.00097593,0.05660394,0.181523,0.04001313,0.0,0.1873786,0.4411204,4.81327,0.0,0.0,0.0039072,0.0131868,3.621828,3.319313,1.80415,1.111354,0.6065928,1.107691,0.8025633,0.9291566,3.317762,3.312268,0.8011714,4.7905,4.78514,0.0
258172.88023495348,62.6,2400,327680,0.00390372,0.0585558,0.1795711,0.03122976,0.0,0.1903064,0.3932998,4.77755,0.0001221,6.105e-05,0.0034188,0.0136752,3.600485,3.317457,1.80415,1.111354,0.6018309,1.106959,0.8058601,0.9200235,3.317762,3.311352,0.8008783,4.87626,4.8709,0.0
263230.40732898517,62.6,1600,327680,0.00195186,0.05172429,0.1707878,0.00585558,0.0,0.1893304,0.3445033,1.22341,0.0,0.0,0.00335775,0.0136752,3.699776,3.318385,1.804638,1.10586,0.6124536,1.107325,0.8036622,0.8187538,3.318678,3.312268,0.8008783,5.02232,5.02634,0.0
268301.89384595724,66.4,2400,327680,0.00195186,0.05660394,0.1746915,0.02439825,0.007353,0.1864026,0.3513348,5.21512,0.0,6.105e-05,0.0031746,0.0130647,3.622756,3.317457,1.803173,1.109889,0.6032961,1.108058,0.8018308,0.9294252,3.317762,3.311352,0.8014645,4.81462,4.88162,0.0
273364.0371019719,62.6,2400,327680,0.00292779,0.09368929,0.2254398,0.1912823,0.0034314,0.1922582,0.3796368,4.42928,0.0,0.0,0.00299145,0.0136752,3.639459,3.320241,1.805126,1.107325,0.6058602,1.107325,0.8014644,0.9184118,3.317762,3.314099,0.8002922,4.88162,4.86688,0.0
278420.11254798854,59.8,1600,327680,0.00292779,0.05562801,0.1707878,0.00683151,0.0,0.1883545,0.3454792,1.17876,0.0,0.0002442,0.0034188,0.0130647,3.70256,3.317457,1.803661,1.113552,0.6047613,1.111354,0.8025633,0.8182165,3.319594,3.313183,0.8002922,5.01562,5.01696,0.0
283481.973070011,62.6,2400,327680,0.00390372,0.05465208,0.2010416,0.2068972,0.0034314,0.1873786,0.4342888,4.38463,0.0,0.0,0.00299145,0.0135531,3.632035,3.318385,1.806592,1.113552,0.6036624,1.110622,0.802197,0.9299625,3.318678,3.312268,0.8008783,4.9044,4.89234,0.0
288544.68743701,57.6,2300,327680,0.09661707,0.05465208,0.1864026,0.1512692,0.0,0.1912823,0.4342888,4.5543,0.0001221,6.105e-05,0.0039072,0.0131868,3.627396,3.319313,1.804638,1.10586,0.6047613,1.104761,0.8040285,0.9294252,3.316846,3.311352,0.8008783,4.76638,4.8642,0.0
293609.3821940012,62.0,2400,327680,0.1044245,0.05562801,0.1883545,0.1590766,0.009804,0.1873786,0.4450241,3.50949,0.0,0.0,0.0031746,0.013431,3.671938,3.317457,1.803661,1.114651,0.6040287,1.110622,0.8025633,0.9280821,3.317762,3.312268,0.8008783,4.9848,4.98748,0.0
298668.7701889896,62.6,2400,327680,0.00780744,0.05562801,0.1805471,0.1102801,0.0,0.1893304,0.3649978,5.93845,0.0001221,6.105e-05,0.00299145,0.0136752,3.621828,3.317457,1.803173,1.115017,0.6054939,1.107691,0.8029296,0.9286194,3.320509,3.311352,0.8008783,4.8508,4.86554,0.0
303717.5646009855,58.2,1500,327680,0.00195186,0.05660394,0.1688359,0.00390372,0.0,0.1903064,0.3435274,1.16983,0.0,0.0,0.00335775,0.0137973,3.704416,3.320241,1.80415,1.114651,0.6040287,1.110255,0.8047611,0.8179479,3.316846,3.313183,0.8011714,5.02634,5.01696,0.0
308770.1441649697,64.2,2400,327680,0.1024727,0.05562801,0.1903064,0.09271335,0.0019608,0.1893304,0.4255055,5.25977,0.0001221,6.105e-05,0.0031746,0.0130647,3.613476,3.319313,1.802684,1.107325,0.6014646,1.109156,0.8029296,0.9302311,3.317762,3.310436,0.8008783,4.85482,4.80256,0.0
313833.23496195953,62.0,2400,327680,0.00878337,0.05757987,0.1746915,0.00390372,0.0,0.1893304,0.4157462,6.43853,0.0,0.0,0.0039072,0.0137973,3.647811,3.318385,1.802684,1.110255,0.6018309,1.108424,0.8029296,0.9283507,3.317762,3.312268,0.8008783,4.80122,4.80122,0.0
318885.50978997955,58.7,1700,327680,0.1024727,0.05562801,0.166884,0.00683151,0.0,0.1893304,0.3425514,0.9733699,0.0,0.0,0.0034188,0.013431,3.688641,3.317457,1.805126,1.109889,0.6098895,1.107325,0.8014644,0.7220506,3.317762,3.311352,0.8005854,5.01562,5.01562,0.0
323955.4811170092,63.1,2400,327680,0.00097593,0.05465208,0.1873786,0.03415755,0.0,0.1893304,0.3523108,6.57248,0.0,0.0,0.0034188,0.0130647,3.628324,3.318385,1.803661,1.113552,0.6065928,1.107325,0.8054938,0.928888,3.315015,3.316846,0.8008783,4.86956,4.86554,0.0
329007.4053030112,61.5,2400,327680,0.1073523,0.05074836,0.1883545,0.1024727,0.0044118,0.1873786,0.391348,6.00989,0.0,0.0002442,0.00311355,0.0128205,3.58471,3.321169,1.80415,1.10879,0.6010983,1.104394,0.8018308,0.9326486,3.318678,3.311352,0.8005854,4.83338,4.87894,0.0
